,summary,config,name
196,"{'_step': 199, 'train_KLD': 15.491281509399414, 'train_alignedRMSE': 0.16752418875694275, 'train/dec_weight_loss': 0.17941026389598846, 'train/mean_square_emb': 11.401124000549316, '_wandb': {'runtime': 3929}, '_runtime': 3930.428378343582, 'train_RMSE': 0.17447414994239807, 'test_alignedRMSE': 0.29484060406684875, 'test_noiselessRMSE': 1.3678817749023438, 'train_noiselessRMSE': 1.339155673980713, '_timestamp': 1697857994.1767304, 'train_curv_loss': 0, 'num_batches_seen': 20000, 'train_time_weight_loss': 0, 'train_time_endpoint_loss': 0, 'train/learned_dec_log_variance': -4.605170249938965, 'train/dec_spatial_derivative_loss': 80.447998046875}","{'beta': 0.0005, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-220743.719536/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 2, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-220743.719536/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'dtw_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'vector_timewarper_warps_recon_and_actual': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",helpful-dew-1672
197,"{'train/dec_spatial_derivative_loss': 20828.599609375, '_step': 199, '_wandb': {'runtime': 2180}, 'train_curv_loss': 0, 'train_alignedRMSE': 0.06631004065275192, 'train_time_endpoint_loss': 0, '_runtime': 2181.5462534427643, 'test_alignedRMSE': 0.0965416207909584, 'test_noiselessRMSE': 0.11553111672401428, 'train_time_weight_loss': 0, 'train/learned_dec_log_variance': -4.605170249938965, '_timestamp': 1697855248.372867, 'train_RMSE': 0.13064531981945038, 'num_batches_seen': 20000, 'train/dec_weight_loss': 0.018917201086878777, 'train_KLD': 95.9747085571289, 'train_noiselessRMSE': 0.08028116077184677, 'train/mean_square_emb': 36.667823791503906}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-215106.804897/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 16, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'convolutional_decoder_upsampling', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-215106.804897/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'dec_gen_first_traj_len': 25, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'dec_gen_upsampling_factors': [2, 2, 2], 'emb_fc_layers_num_features': [], 'dec_gen_conv_layers_channels': [20, 20, 2], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_gen_fc_layers_num_features': [800], 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_gen_conv_layers_kernel_sizes': [3, 3, 3], 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'decoding_spatial_derivative_regularization': 0}",bright-rain-1671
198,"{'train_RMSE': 0.16138823330402374, 'train/dec_weight_loss': 0.17863264679908752, 'train/mean_square_emb': 7.981963157653809, 'train_time_weight_loss': 0, 'train/learned_dec_log_variance': -4.605170249938965, '_step': 199, '_timestamp': 1697854470.2894158, 'test_alignedRMSE': 0.11547204852104188, 'test_noiselessRMSE': 0.13706761598587036, 'train_time_endpoint_loss': 0, 'train_KLD': 73.0599594116211, 'num_batches_seen': 20000, 'train/dec_spatial_derivative_loss': 793.4929809570312, '_wandb': {'runtime': 1988}, '_runtime': 1989.409905910492, 'train_curv_loss': 0, 'train_alignedRMSE': 0.07712789624929428, 'train_noiselessRMSE': 0.096505805850029}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-214120.850496/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 14, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-214120.850496/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",fine-durian-1670
199,"{'_timestamp': 1697855949.588785, 'train_RMSE': 0.07901415228843689, 'train_curv_loss': 0, 'test_alignedRMSE': 0.13996513187885284, 'train_noiselessRMSE': 0.8201966881752014, 'train/mean_square_emb': 8.12730884552002, '_wandb': {'runtime': 3871}, '_runtime': 3873.009687900543, 'train_time_endpoint_loss': 0, 'train_KLD': 38.299034118652344, 'train_time_weight_loss': 0, 'test_noiselessRMSE': 0.8532932996749878, 'train/dec_weight_loss': 0.17888642847537994, 'train/learned_dec_log_variance': -4.605170249938965, '_step': 199, 'train_alignedRMSE': 0.06803857535123825, 'num_batches_seen': 20000, 'train/dec_spatial_derivative_loss': 278.8363342285156}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-213436.549610/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 8, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-213436.549610/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'dtw_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'vector_timewarper_warps_recon_and_actual': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",rich-rain-1669
200,"{'test_noiselessRMSE': 0.3258260190486908, 'train/mean_square_emb': 67.55360412597656, 'train_time_weight_loss': 0, 'train_time_endpoint_loss': 0, 'test_alignedRMSE': 0.23299740254879, 'train_alignedRMSE': 0.1785531789064407, 'train/dec_weight_loss': 0.04343213886022568, 'train/dec_spatial_derivative_loss': 7791.82080078125, '_wandb': {'runtime': 2262}, '_runtime': 2263.529703378678, 'train_RMSE': 0.3835992217063904, 'num_batches_seen': 20000, '_timestamp': 1697853062.8570454, 'train_curv_loss': 0, '_step': 199, 'train_KLD': 57.05895233154297, 'train_noiselessRMSE': 0.2485954761505127, 'train/learned_dec_log_variance': -4.605170249938965}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-211319.304566/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 5, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'convolutional_decoder_upsampling', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-211319.304566/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'dec_gen_first_traj_len': 25, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'dec_gen_upsampling_factors': [2, 2, 2], 'emb_fc_layers_num_features': [], 'dec_gen_conv_layers_channels': [20, 20, 2], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_gen_fc_layers_num_features': [800], 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_gen_conv_layers_kernel_sizes': [3, 3, 3], 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'decoding_spatial_derivative_regularization': 0}",amber-donkey-1668
201,"{'train_curv_loss': 0, 'train_noiselessRMSE': 0.1897605061531067, 'train/dec_weight_loss': 0.17859408259391785, 'train_time_endpoint_loss': 0, 'test_noiselessRMSE': 0.28315696120262146, 'train/dec_spatial_derivative_loss': 190.31825256347656, '_wandb': {'runtime': 1935}, '_timestamp': 1697852477.28714, 'train_RMSE': 0.2856757938861847, 'test_alignedRMSE': 0.22141937911510468, 'train_time_weight_loss': 0, '_runtime': 1936.8519461154935, 'train_KLD': 35.390907287597656, 'num_batches_seen': 20000, 'train_alignedRMSE': 0.14671067893505096, '_step': 199, 'train/mean_square_emb': 14.090843200683594, 'train/learned_dec_log_variance': -4.605170249938965}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-210900.400933/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 6, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-210900.400933/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",brisk-sunset-1667
202,"{'train_curv_loss': 0, 'num_batches_seen': 20000, 'test_noiselessRMSE': 1.5217788219451904, 'train_time_endpoint_loss': 0, '_runtime': 4093.838721990586, 'train_RMSE': 0.21072649955749512, 'test_alignedRMSE': 0.2981662154197693, 'train_alignedRMSE': 0.20642058551311493, 'train_time_weight_loss': 0, 'train/learned_dec_log_variance': -4.605170249938965, 'train/dec_spatial_derivative_loss': 2257.71533203125, '_step': 199, '_wandb': {'runtime': 4092}, 'train/dec_weight_loss': 0.06947000324726105, 'train_KLD': 61.66681671142578, 'train_noiselessRMSE': 1.533843994140625, '_timestamp': 1697854060.17635, 'train/mean_square_emb': 104.99200439453124}","{'beta': 0.0005, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-205926.307923/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 2, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'convolutional_decoder_upsampling', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-205926.307923/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'dec_gen_first_traj_len': 25, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'dtw_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'dec_gen_upsampling_factors': [2, 2, 2], 'emb_fc_layers_num_features': [], 'dec_gen_conv_layers_channels': [20, 20, 2], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_gen_fc_layers_num_features': [800], 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_gen_conv_layers_kernel_sizes': [3, 3, 3], 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'vector_timewarper_warps_recon_and_actual': True, 'decoding_spatial_derivative_regularization': 0}",lively-cosmos-1666
203,"{'train_KLD': 57.205039978027344, 'train_time_endpoint_loss': 0, 'train/dec_spatial_derivative_loss': 18024.708984375, 'train_alignedRMSE': 0.06965789198875427, 'train_noiselessRMSE': 0.08522065728902817, 'train/mean_square_emb': 13.242600440979004, '_step': 199, '_wandb': {'runtime': 2289}, '_runtime': 2291.2953310012817, '_timestamp': 1697850796.16422, 'num_batches_seen': 20000, 'train/learned_dec_log_variance': -4.605170249938965, 'train_time_weight_loss': 0, 'train_RMSE': 0.1469617635011673, 'train_curv_loss': 0, 'test_alignedRMSE': 0.11841559410095216, 'test_noiselessRMSE': 0.14236478507518768, 'train/dec_weight_loss': 0.021465931087732315}","{'beta': 0.01, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-203504.841616/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 14, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'convolutional_decoder_upsampling', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-203504.841616/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'dec_gen_first_traj_len': 25, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'dec_gen_upsampling_factors': [2, 2, 2], 'emb_fc_layers_num_features': [], 'dec_gen_conv_layers_channels': [20, 20, 2], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_gen_fc_layers_num_features': [800], 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_gen_conv_layers_kernel_sizes': [3, 3, 3], 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'decoding_spatial_derivative_regularization': 0}",giddy-wildflower-1665
204,"{'train/dec_weight_loss': 0.17858855426311493, 'train/mean_square_emb': 12.087258338928224, 'train_time_weight_loss': 0, 'train/learned_dec_log_variance': -4.605170249938965, 'train_KLD': 52.46457290649414, 'num_batches_seen': 20000, 'test_noiselessRMSE': 0.19442903995513916, 'train_noiselessRMSE': 0.1254098117351532, '_step': 199, '_runtime': 2112.7281382083893, 'train_time_endpoint_loss': 0, '_wandb': {'runtime': 2111}, '_timestamp': 1697850536.68357, 'test_alignedRMSE': 0.15943630039691925, 'train_alignedRMSE': 0.09710601717233658, 'train_RMSE': 0.22040092945098877, 'train_curv_loss': 0, 'train/dec_spatial_derivative_loss': 318.0404052734375}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-203343.932767/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 10, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-203343.932767/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'identity_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",deft-capybara-1664
205,"{'test_alignedRMSE': 0.4416368305683136, 'train/mean_square_emb': 3.706599235534668, 'train/dec_spatial_derivative_loss': 159.760009765625, 'train_RMSE': 0.2814585268497467, 'train_curv_loss': 0, 'num_batches_seen': 20000, 'train/dec_weight_loss': 0.1784176528453827, 'train/learned_dec_log_variance': -4.605170249938965, '_step': 199, '_wandb': {'runtime': 4040}, 'train_KLD': 7.102977275848389, 'train_time_endpoint_loss': 0, 'train_time_weight_loss': 0, '_runtime': 4041.850819587707, '_timestamp': 1697852073.106397, 'train_alignedRMSE': 0.2757166028022766, 'test_noiselessRMSE': 1.6546382904052734, 'train_noiselessRMSE': 1.614301085472107}","{'beta': 0.001, 'dtype': 'torch.float32', 'device': 'cuda', 'logname': 'results/rescaled/20231020-202711.226703/log', 'useAdam': True, 'datafile': 'data/trainTest2DLetterARescaled.npz', 'traj_len': 200, 'batch_size': 64, 'latent_dim': 1, 'num_epochs': 20000, 'dec_use_elu': True, 'decoding_lr': 0.0001, 'encoding_lr': 0.0001, 'decoder_name': 'functional_decoder_complicated', 'decoding_eps': 0.0001, 'encoder_name': 'convolutional_encoder', 'encoding_eps': 0.0001, 'traj_channels': 2, 'model_save_dir': 'results/rescaled/20231020-202711.226703/savedmodel', 'step_each_batch': True, 'dec_use_softplus': False, 'emb_nonlinearity': 'ReLU', 'log_to_wandb_name': 'rescaled', 'scalar_timewarping_lr': 0, 'learn_decoder_variance': False, 'scalar_timewarper_name': 'identity_scalar_timewarper', 'scalar_timewarping_eps': 1e-06, 'vector_timewarper_name': 'dtw_vector_timewarper', 'emb_conv_layers_strides': [1, 2, 2, 2], 'emb_dropout_probability': 0, 'curv_loss_penalty_weight': 0, 'decoding_l2_weight_decay': 0, 'emb_conv_layers_channels': [16, 32, 64, 32], 'pre_time_learning_epochs': 0, 'scalar_timewarper_timereg': 0, 'scaltw_max_canonical_time': 1, 'scaltw_min_canonical_time': 0, 'emb_fc_layers_num_features': [], 'emb_conv_layers_kernel_sizes': [3, 3, 3, 3], 'scalar_timewarper_endpointreg': 0, 'dec_initial_log_noise_estimate': -4.605170185988091, 'dec_complicated_only_side_latent': True, 'training_data_added_timing_noise': 0.1, 'dec_spatial_regularization_factor': 1, 'dec_template_motion_hidden_layers': [500, 500], 'dec_complicated_function_hidden_dims': [200], 'dec_complicated_function_latent_size': 64, 'dec_template_use_custom_initialization': True, 'vector_timewarper_warps_recon_and_actual': True, 'dec_template_custom_initialization_grad_t': 10, 'decoding_spatial_derivative_regularization': 0, 'dec_template_custom_initialization_t_intercept_padding': 0.1}",icy-field-1663
